,X,Article_title,Name_first,Name_last,Num_authors,H_index_first,H_index_last,Num_publications_first,Num_publications_last,Num_preprints_first,Num_preprints_last,ECR_status_first,TypeOf_ECR_First,ECR_status_last,TypeOf_ECR_Last,Institution_size_first,TypeOf_Institution,Country,Continent,ImpactFactor,Journal,gender_first,gender_last,ECR_status_first_simplified,ECR_status_last_simplified
317,17,Predicting invasiveness of exotic wood species using a traits-based framework,Gabriela C. Nunez-Mir,Songlin Fei,5,5,25,14,116,0,0,ECR,PhD,Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,NA,ECR,Non_ECR
318,18,Social interaction do not drive territory aggregation in a grassland songbird,Sarah K. Winnicki,W. Alice Boyle,4,0,18,3,49,0,0,ECR,Masters,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,NA,ECR,Non_ECR
319,19,Does trait variation wihin broadly distributed species mirror patterns across species? A case study in Puerto Rico,Maria N. Umana,Nathan G. Swenson,2,12,55,49,178,0,0,Assistant Professor,NA,Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,male,Non_ECR,Non_ECR
320,20,Metapopulations revisited: the area-dependence of dispersal matters,Shaopeng Wang,Florian Altermatt,2,22,44,57,197,2,27,Assistant Professor,NA,Associate Professor,NA,Large,Public,China,Asia,4.7,Ecology,NA,male,Non_ECR,Non_ECR
321,21,Landscape context explains ecosystem multifunctionality in restored grasslands better than plant diversity,Chad D. Zirbel,Lars A. Brudvig,4,8,32,20,81,0,0,ECR,PhD,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
322,22,When rarity has costs: coexistence under positive frequency dependence and environmental stochasticity,Sebastian J. Schreiber,Sharon Y. Strauss,3,33,56,122,179,20,3,Professor,NA,Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,female,Non_ECR,Non_ECR
323,23,"Limitation of complementary resources affects colony growth, foraging behavior, and reproduction in bumble bees",Fabrice Requier,Ingolf Steffan-Dewenter,4,12,95,82,321,1,2,ECR,Postdoc,Professor,NA,Large,Public,Germany,Europe,4.7,Ecology,male,NA,ECR,Non_ECR
324,24,Plant community responses to stand-level nutrient fertilization in a secondary tropical dry forest,Bonnie G. Waring,Jennifer S.Powers,4,15,46,42,225,0,0,ECR,Postdoc,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,female,ECR,Non_ECR
325,25,Will like replace like? Linking thermal performance to ecological function across predator and herbivore populations,Adam E. Rosenblatt,Oswald J.Schmitz,3,13,62,36,185,0,0,ECR,Postdoc,Professor,NA,Medium,Private,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
326,26,"Drivers of elevational richness peaks, evaluated for trees in the east Himalaya",Suresh K. Rana,Trevor D. Price,3,4,63,8,214,0,3,ECR,Senior Research Fellow,Professor,NA,NA,NA,India,Asia,4.7,Ecology,male,male,ECR,Non_ECR
327,27,Good neighbors aplenty: fungal endophytes rarely exhibit competitive exclusion patterns across a span of woody habitats,Marissa R. Lee,Amy E. Zanne,7,4,34,14,76,0,2,ECR,Postdoc,Associate Professor,NA,Large,Private,USA,North America,4.7,Ecology,female,female,ECR,Non_ECR
328,28,"Kelp beds and their local effects on seawater chemistry, productivity, and microbial communities",Catherine A. Pfister,Brooke L. Weigel,3,29,4,106,10,1,1,Professor,NA,ECR,PhD,Medium,Private,USA,North America,4.7,Ecology,female,female,Non_ECR,ECR
329,29,Considering the effects of temperature x nutrient interactions on the thermal response curve of carrying capacity,Nathan P. Lemoine,NA,1,19,NA,41,NA,1,NA,Research Faculty/Affiliate Faculty,NA,NA,NA,Large,Public,USA,North America,4.7,Ecology,male,NA,Non_ECR,ECR
330,30,Effects of dry-season irrigation on leaf physiology and biomass allocation in tropical lianas and trees,Chris M. Smith-Martin,Stefan A. Schnitzer,5,5,26,47,169,0,0,ECR,PhD,Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
331,31,Rapid nitrogen fixation by canopy microbiome in tropical forest determined by both phosphorus and molybdenum,Daniel E. Stanton,Lars O. Hedin,4,10,33,50,182,1,0,Research Assistant Professor,NA,Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,male,Non_ECR,Non_ECR
332,32,100 yr of primary successon highlights stochasticity and competition driving community establishment and stability,Brian Buma,Allison Bidlack,4,15,10,79,31,0,0,Assistant Professor,NA,NA,Director - Alaska Coastal Rainforest Center,Large,Public,USA,North America,4.7,Ecology,male,female,Non_ECR,ECR
333,33,Consumer mobility predicts impacts of herbivory across an environmental stress gradient,Robert W. Lamb,Jon D. Witman,3,5,14,42,111,0,0,ECR,PhD,Professor,NA,Medium,Private,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
334,34,Behavior-specific habitat selection by African lions may promote their persistence in a human-dominated landscape,Justin P. Suraci,Christopher C. Wilmers,6,10,37,23,120,0,2,ECR,Postdoc,Associate Professor,NA,Medium,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
335,35,Increasing water availability and facilitation weaken biodiversity-biomass relationship in shrublands,Yanpei Guo,Zhiyao Tang,9,4,42,9,172,0,1,ECR,NA,Associate Professor,NA,Large,Public ,China,Asia,4.7,Ecology,NA,NA,ECR,Non_ECR
336,36,Long-term influence of early human occupations on curret forests of the Guiana Shield,Guillaume Odonne,Bruno Hérault,18,10,39,55,192,0,0,Researcher,NA,Researcher,NA,Small,Public,French Guiana,South America,4.7,Ecology,male,male,Non_ECR,Non_ECR
337,37,Trait variation across biological scales shapes community structure and ecosystem function,Denon Start,Benjamin Gilbert,2,9,25,31,74,0,3,ECR,PhD,Associate Professor,NA,Large,Public,Canada,North America,4.7,Ecology,male,male,ECR,Non_ECR
338,38,Sensitivity to AMF species is greaer in late-successional than early-successiona native or nonnative grassland plants,Tanya E. Cheeke,James D. Bever,5,9,63,20,239,0,1,Assistant Professor,NA,Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,male,Non_ECR,Non_ECR
339,39,"For common community phylogenetic analyses, go ahead and use synthesis phylogenies",Daijiang Li,Benjamin Baiser,9,12,19,34,41,6,8,ECR,Postdoc,Assistant Professor,NA,Large,Public,USA,North America,4.7,Ecology,NA,male,ECR,Non_ECR
340,40,"The seasonal energetic landscape of an apex marine carnivore, the polar bear",Anthony M. Pagano,Terrie M. Williams,4,10,54,29,228,0,0,ECR,Research Wildlife Biologist,Professor,NA,NA,NA,USA,North America,4.7,Ecology,male,female,ECR,Non_ECR
341,41,Matching habitat choice and plasticity contribute to phenotype-environment covariation in a stream salamander,Winsor H. Lowe,Brett R. Addis,2,36,3,91,8,0,0,Professor,NA,ECR,PhD,Medium,Public,USA,North America,4.7,Ecology,male,male,Non_ECR,ECR
342,42,Cryptic dispersal networks shape biodiversity in an invaded landscape,Rachel M. Germain,Tess Nahanni Grainger,3,10,8,18,15,6,2,ECR,Postdoc,ECR,Postdoc,Large,Public,Canada,North America,4.7,Ecology,female,female,ECR,ECR
343,43,Consumer trophic positions respond variably to seasonally fluctuating environments,Bailey C. McMeans,Kevin S. McCann,11,23,51,60,213,2,5,Assistant Professor,NA,Professor,NA,Medium,Public,Canada,North America,4.7,Ecology,female,male,Non_ECR,Non_ECR
344,44,Functional losses in ground spider communities due to habitat structure degradation under tropical land-use change,Anton M. Potapov,Stefan Scheu,13,9,96,30,645,2,9,ECR,Postdoc,Professor,NA,Large,Public,Germany,Europe,4.7,Ecology,male,male,ECR,Non_ECR
345,45,Nitrogen fixation does not balance fire-induced nitrogen losses in longleaf pine savannas,Julie A. Tierney,Nina Wurzburger,3,2,20,5,33,0,0,ECR ,Masters,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,female,Non_ECR,Non_ECR
346,46,Carbon control on terrestrial ecosystem function across contrasting site productivites: the carbon connection revisited,Nicholas C. Dove,Stephen C. Hart,4,5,68,20,300,1,2,ECR,PhD,Professor,NA,Small,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
347,47,Enhanced activity of soil nutrient-releasing enzymes after plant invasion: a meta-analysis,Yong Zhou,Carla Staver,2,10,23,24,56,0,3,ECR,Postdoc,Associate Professor,NA,Medium,Private,USA,North America,4.7,Ecology,male,female,ECR,Non_ECR
348,48,Altitudinal gradients fail to predict fungal symbiont responses to warming,Melanie R. Kazenel,Jennifer A. Rudgers,5,3,42,14,197,1,1,ECR,PhD,Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,female,ECR,Non_ECR
349,49,Plant interactions shape pollination networks via nonadditive effects,Gianalberto Losapio,Christian Schob,17,6,22,25,66,2,4,ECR,Postdoc,Assistant Professor,NA,Large,Public,Switzerland,Europe,4.7,Ecology,NA,male,ECR,Non_ECR
350,50,Silver spoon effects are constrained under extreme adult environmental conditions,Gabriel Pigeon,Steve Albon,10,7,74,19,185,0,0,ECR,PhD,Professor (honorary research associate),NA,Small,Public,Norway,Europe,4.7,Ecology,male,male,ECR,Non_ECR
351,51,Next?generation serology: integrating cross?sectional and capture–recapture approaches to infer disease dynamics,Amandine Gamble,Thierry Boulinier,5,5,48,11,174,1,1,ECR,Postdoc,Director of Research,NA,Large,Public,USA,North America,4.7,Ecology,female,male,ECR,Non_ECR
352,52,Individual and temporal variation in pathogen load predicts long?term impacts of an emerging infectious disease,Konstans Wells,Hamish I. McCallum,6,27,51,91,240,2,2,Lecturer,NA,Professor,NA,Medium,Public,Wales,Europe,4.7,Ecology,NA,male,Non_ECR,Non_ECR
353,53,Correlative climatic niche models predict real and virtual species distributions equally well,Valentin Journé,Xavier Morin,5,1,25,10,76,1,3,ECR,Postdoc,Researcher,NA,Large,Public,France,Europe,4.7,Ecology,male,male,ECR,Non_ECR
354,54,Ecological filtering in scrub fragments restructures the taxonomic and functional composition of native bee assemblages,Keng-Lou James Hung,David A. Holway,4,7,38,12,87,0,0,ECR,Postdoc,Professor,NA,Large,Public,Canada,North America,4.7,Ecology,NA,male,ECR,Non_ECR
355,55,Ecological consequences of anomalies in atmospheric moisture and snowpack,Aaron N. Johnston,Jason I. Ransom,6,0,11,2,38,0,0,ECR,Research Ecologist,Affiliate Faculty,NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
356,56,"Fragmentation, forest structure, and topography modulate impacts of drought in a tropical forest landscape",Naomi B. Schwartz,María Uriarte,3,12,39,30,133,0,0,ECR,Assistant Professor,PI,NA,Large,Public,Canada,North America,4.7,Ecology,female,NA,ECR,Non_ECR
357,57,Seasonal windows of opportunity in milkweed–monarch interactions,Louie H. Yang,Meredith L. Cenzer,2,28,3,66,8,2,1,ECR,Associate Professor,ECR,Postdoc,Large,Public,USA,North America,4.7,Ecology,male,female,ECR,ECR
358,58,Faster movement in nonhabitat matrix promotes range shifts in heterogeneous landscapes,Elizabeth E. Crone,Cheryl B. Schultz,5,42,24,153,66,5,0,ECR,Professor,Associate Professor,PhD,Small,Private,USA,North America,4.7,Ecology,female,female,ECR,Non_ECR
359,59,Metapopulations revisited: the area?dependence of dispersal matters,Shaopeng Wang,Florian Altermatt,2,22,44,57,200,1,12,Research Professor,NA,Associate Professor,PhD,Large,Public,China,Asia,4.7,Ecology,NA,male,Non_ECR,Non_ECR
360,60,Thermal niche diversity and trophic redundancy drive neutral effects of warming on energy flux through a stream food web,Daniel Nelson,Jón S. Ólafsson,9,31,30,104,95,0,0,Associate Professor,NA,Emeritus Professor,PhD,Large,Public,USA,North America,4.7,Ecology,male,NA,Non_ECR,Non_ECR
361,61,Limited evidence for spatial resource partitioning across temperate grassland biodiversity experiments,Kathryn E. Barry,Alexandra Weigelt,22,8,42,26,168,1,5,ECR,Postdoc,Assistant Professor,PhD,NA,NA,Germany,Europe,4.7,Ecology,female,female,ECR,Non_ECR
362,62,Effects of dry?season irrigation on leaf physiology and biomass allocation in tropical lianas and trees,Chris M. Smith?Martin,Stefan A. Schnitzer,5,5,47,26,168,0,0,ECR,Postdoc,Professor,NA,Large,Private,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
363,63,Effects of neighborhood trait composition on tree survival differ between drought and postdrought periods,Yuxin Chen,Shixiao Yu,4,22,16,54,70,11,0,ECR,Assistant Professor,Professor,NA,Large,Private,USA,North America,4.7,Ecology,female,NA,ECR,Non_ECR
364,64,Long?term influence of early human occupations on current forests of the Guiana Shield,Guillaume Odonne,Bruno Hérault,18,10,40,55,193,0,0,ECR,Researcher,Scientist,PhD,NA,NA,France,Europe,4.7,Ecology,male,male,ECR,Non_ECR
365,65,Severe drought limits trees in a semi?arid savanna,Madelon F. Case,A. Carla Staver,5,5,23,6,57,0,3,ECR,PhD Candidate,Associate Professor,PhD,Large,Private,USA,North America,4.7,Ecology,female,NA,ECR,Non_ECR
366,66,Exotic plant species are locally adapted but not to high ultraviolet?B radiation: a reciprocal multispecies experiment,Maria Hock,Alexandra Erfmeier,4,1,23,3,78,0,1,ECR,PhD Candidate,Professor,NA,Large,Public,Germany,Europe,4.7,Ecology,female,female,ECR,Non_ECR
367,67,Landscape patterns in top?down control of decomposition: omnivory disrupts a tropical detrital?based trophic cascade,Troy N. Simon,Catherine M. Pringle,9,3,74,9,393,0,0,ECR,PhD,Distinguished Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,female,ECR,Non_ECR
368,68,Functional losses in ground spider communities due to habitat structure degradation under tropical land?use change,Anton M. Potapov,Stefan Scheu,13,9,97,30,647,2,4,ECR,PhD,Professor,NA,Large,Public,Germany,Europe,4.7,Ecology,male,male,ECR,Non_ECR
369,69,Architectural modification of shells by terrestrial hermit crabs alters social dynamics in later generations,Mark E. Laidre,NA,1,18,NA,49,NA,0,NA,ECR,Assistant Professor,NA,NA,Large,Private,USA,North America,4.7,Ecology,male,NA,ECR,ECR
370,70,Nitrogen fixation does not balance fire?induced nitrogen losses in longleaf pine savannas,Julie A. Tierney,Nina Wurzburger,3,2,20,5,33,0,0,ECR,PhD Candidate,Associate Professor,NA,Large,Private,USA,North America,4.7,Ecology,female,female,ECR,Non_ECR
371,71,Carbon control on terrestrial ecosystem function across contrasting site productivities: the carbon connection revisited,Nicholas C. Dove,Stephen C. Hart,4,5,68,20,300,0,1,ECR,Postdoc,Professor,NA,NA,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
372,72,Enhanced activity of soil nutrient?releasing enzymes after plant invasion: a meta?analysis,Yong Zhou,A. Carla Staver,2,10,23,24,57,0,3,ECR,Postdoc,Associate Professor,NA,Large,Private,USA,North America,4.7,Ecology,male,NA,ECR,Non_ECR
373,73,Neighborhood effects explain increasing asynchronous seedling survival in a subtropical forest,Lei Chen,Nathan J. B. Kraft,8,6,42,12,95,0,6,ECR,Associate Professor,Associate Professor,NA,Large,Public,China,Asia,4.7,Ecology,female,male,ECR,Non_ECR
374,74,Wandering woodpeckers: foray behavior in a social bird,Sahas Barve,Eric L. Walters,7,7,18,28,85,0,0,ECR,Postdoc,Associate Professor,NA,NA,NA,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
375,75,Biotic homogenization of wetland nematode communities by exotic Spartina alterniflora in China,Youzheng Zhang,Jihua Wu,4,2,18,2,83,0,0,ECR,PhD,Associate Professor,NA,Large,Public,China,Asia,4.7,Ecology,NA,NA,ECR,Non_ECR
376,76,Seed?to?seedling transitions exhibit distance?dependent mortality but no strong spacing effects in a Neotropical forest,Philippe Marchand,Noelle G. Beckman,6,7,13,15,69,0,0,ECR,Assistant Professor,ECR,Assistant Professor,Small,Public,Canada,North America,4.7,Ecology,male,female,ECR,ECR
377,77,Inferring critical thresholds of ecosystem transitions from spatial data,Sabiha Majumder,Vishwesha Guttal,4,5,20,12,42,0,3,ECR,Postdoc,ECR,Associate Professor,Small,Public,Switzerland,Europe,4.7,Ecology,female,NA,ECR,ECR
378,78,Dominant tree species drive beta diversity patterns in western Amazonia,Frederick C. Draper,Christopher Baraloto,25,8,52,14,144,0,1,ECR,Postdoc,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
379,79,"Anthropogenic N deposition, fungal gene expression, and an increasing soil carbon sink in the Northern Hemisphere",Donald R. Zak,Karl J. Romanowicz,6,91,5,331,13,0,0,Professor,NA,ECR,PhD Student,Large,Public,USA,North America,4.7,Ecology,male,male,Non_ECR,ECR
380,80,Unprecedented herbivory threatens rear?edge populations of Betula in southwestern Eurasia,César Morales?Molino,Luis Gil,7,14,57,47,475,0,2,ECR,PhD,PI,NA,Large,Public,Switzerland,Europe,4.7,Ecology,NA,male,ECR,Non_ECR
381,81,Spatial trophic cascades in communities connected by dispersal and foraging,David García?Callejas,Dominique Gravel,4,4,46,10,202,1,12,ECR,Postdoc,Professor,NA,NA,Public,Spain,Europe,4.7,Ecology,male,female,ECR,Non_ECR
382,82,Life table invasion models: spatial progression and species?specific partitioning,Zihua Zhao,James R. Carey,8,16,58,89,426,0,2,ECR,Associate Professor ,Professor,NA,Small,Public,China,Asia,4.7,Ecology,NA,male,ECR,Non_ECR
383,83,Key colonist pools and habitat filters mediate the composition of fiddler crab–associated bacterial communities,Catalina Cuellar?Gempeler,Mathew A. Leibold,2,3,50,10,159,0,6,ECR,Assistant Professor,Professor,NA,Small,Public,USA,North America,4.7,Ecology,female,male,ECR,Non_ECR
384,84,The role of pollination effectiveness on the attributes of interaction networks: from floral visitation to plant fitness,Martín H. de Santiago?Hernández,Mauricio Quesada,6,1,46,4,172,0,0,ECR,PhD,PI,NA,Large,Public,Mexico,North America,4.7,Ecology,NA,male,ECR,Non_ECR
385,85,Positive interspecific associations consistent with social information use shape juvenile fish assemblages,Christopher R. Haak,Andy J. Danylchuk,4,8,36,24,216,0,1,ECR,Post doc,Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
386,86,Relative prey abundance and predator preference predict individual diet variation in prey?switching experiments,Kyle E. Coblentz,NA,1,6,NA,12,NA,3,NA,ECR,Post doc,NA,NA,Large,Public,USA,North America,4.7,Ecology,male,NA,ECR,ECR
387,87,Can marine reserves restore lost ecosystem functioning? A global synthesis,Brian S. Cheng,Gregory M. Ruiz,4,11,63,21,318,0,0,ECR,Assistant Professor,PI,NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
388,88,Fluctuation?independent niche differentiation and relative non?linearity drive coexistence in a species?rich grassland,Verónica Zepeda,Carlos Martorell,2,3,24,5,75,0,1,ECR,PhD,Professor,NA,Large,Public,Mexico,North America,4.7,Ecology,NA,male,ECR,Non_ECR
389,89,The stoichiometric legacy of fire regime regulates the roles of micro?organisms and invertebrates in decomposition,Orpheus M Butler,Chengrong Chen,6,5,49,16,2002,0,0,ECR,Post doc,Professor,NA,Large,Public,Australia,Australia,4.7,Ecology,male,NA,ECR,Non_ECR
390,90,Regulation of the functional structure of aquatic communities across spatial scales in a major river network,Eric Harvey,Florian Altermatt,2,11,44,38,200,9,27,ECR,Assistant Professor,ECR,Associate Professor,Large,Public,Switzerland,Europe,4.7,Ecology,male,male,ECR,ECR
391,91,Bedrock nitrogen weathering stimulates biological nitrogen fixation,Katherine A. Dynarski,Benjamin Z. Houlton,4,3,30,12,132,0,0,ECR,Post doc,Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,male,ECR,Non_ECR
392,92,Negative plant–soil feedbacks are stronger in agricultural habitats than in forest fragments in the tropical Andes,Camila Pizano,Scott A. Mangan,4,9,21,40,46,0,1,ECR,Associate Professor,Associate Professor,NA,Large,Public,USA,North America,4.7,Ecology,female,male,ECR,Non_ECR
393,93,"Quantifying evenness and linking it to diversity, beta diversity, and similarity",Anne Chao,Carlo Ricotta,2,62,44,216,247,0,0,Professor,NA,Associate Professor,NA,Medium,Public,China,Asia,4.7,Ecology,female,male,Non_ECR,Non_ECR
394,94,Rare microbial taxa emerge when communities collide: freshwater and marine microbiome responses to experimental mixing,Jennifer D. Rocca,Justin P. Wright,5,13,35,33,129,1,2,ECR,Post doc,Associate Professor,NA,Medium,Private,USA,North America,4.7,Ecology,female,male,ECR,Non_ECR
395,95,Recruitment tolerance to increased temperature present across multiple kelp clades,Arley F. Muth,Christopher D. G. Harley,4,3,41,13,125,0,0,ECR,Post doc,Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,male,ECR,Non_ECR
396,96,Hierarchical modeling strengthens evidence for density dependence in observational time series of population dynamics,Loïc Thibaut,Sean R. Connolly,2,7,52,21,136,1,1,ECR,Post doc,ECR,Professor,Large,Public,Australia,Australia,4.7,Ecology,NA,male,ECR,ECR
397,97,Invasion and drought alter phenological sensitivity and synergistically lower ecosystem production,Ellen H. Esch,Elsa E. Cleland,3,5,51,17,100,0,0,ECR,Post doc,Professor,NA,Large,Public,Canada,North America,4.7,Ecology,female,female,ECR,Non_ECR
398,98,Life history traits predict colonization and extinction lags of desert plant species since the Last Glacial Maximum,Bradley J. Butterfield,Julio L. Betancourt,4,23,70,62,289,0,0,Assistant Professor,NA,Adjunct Professor,NA,Large,Public,USA,North America,4.7,Ecology,male,male,Non_ECR,Non_ECR
399,99,"Effects of earthworms and white?tailed deer on roots, arbuscular mycorrhizae, and forest seedling performance",Annise Dobson,Bernd Blossey,3,3,46,9,208,0,0,ECR,Post doc,Associate Professor,NA,Large,Private,USA,North America,4.7,Ecology,female,male,ECR,Non_ECR
400,100,Pathogenic modification of plants enhances long?distance dispersal of nonpersistently transmitted viruses to new hosts,Ruairí Donnelly,Christopher A. Gilligan,4,6,54,12,319,0,2,ECR,Post doc,Professor,NA,Large,Public,England/U.K.,Europe,4.7,Ecology,NA,male,ECR,Non_ECR
401,1,The evolution of life-history theory: a bibliometric analysis of an interdisciplinary research area,Daniel Nettle,Willem Frankenhuis,2,69,28,313,69,4,1,Professor,NA,Professor,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
402,2,"Games academics play and their consequences: how authorship, h-index and journal impact factors are shaping the future of academia",Colin A. Chapman,Nils Chr Stenseth,14,103,111,661,1027,3,6,Professor,NA,Professor,NA,Large,Private,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
403,3,Bacteria from natural populations transfer plasmids mostly towards their kin,Tatiana Dimitriu,Ben Raymond,4,6,27,10,68,2,3,ECR ,Research fellow,ECR,Professor,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,ECR
404,4,Microbial evolution and ecological opportunity in the gut environment,Pauline D. Scanlan,NA,1,21,NA,37,NA,0,NA,ECR ,Research fellow,NA,NA,Medium,NA,Ireland,Europe,4.637,Proceedings of the Royal Society B,female,NA,Non_ECR,ECR
405,5,"Evolution of a multifunctional trait: shared effects of foraging ecology and thermoregulation on beak morphology, with consequences for song evolution",Nicholas R. Friedman,Evan P. Economo,6,12,26,30,112,2,6,ECR ,Post doc,Professor,NA,Small,Private,Japan,Asia,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
406,6,Dietary niche and the evolution of cranial morphology in birds,Ryan N. Felice,Anjali Goswami,4,9,39,35,138,0,1,ECR ,Lecturer,Professor,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,male,female,Non_ECR,Non_ECR
407,7,Genomic signatures of G-protein-coupled receptor expansions reveal functional transitions in the evolution of cephalopod signal transduction,Elena A. Ritschard,Sönke Johnsen,4,2,41,6,192,0,1,ECR ,PhD,Professor,NA,Large,Public,Austria,Europe,4.637,Proceedings of the Royal Society B,female,NA,Non_ECR,Non_ECR
408,8,"The social evolution of sleep: sex differences, intragenomic conflicts and clinical pathologies",Gonçalo S. Faria,Andy Gardner,3,7,53,16,160,0,2,ECR ,Research fellow,ECR,Professor,Small,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,NA,male,Non_ECR,ECR
409,9,Evolution of ageing as a tangle of trade-offs: energy versus function,Alexei A Maklakov,Tracey Chapman,2,37,54,95,145,9,4,Professorial research fellow,NA,Professor,NA,Medium,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,male,female,Non_ECR,Non_ECR
410,10,Bet-hedging across generations can affect the evolution of variance-sensitive strategies within generations,Thomas Ray Haaland,Irja I. Ratikainen,3,4,11,9,24,3,4,ECR ,Post doc,Professor,NA,Large,Public,Norway,Europe,4.637,Proceedings of the Royal Society B,male,NA,Non_ECR,Non_ECR
411,11,Multicellular group formation in Saccharomyces cerevisiae,Roberta M. Fisher,Birgitte Regenberg,2,7,24,10,79,0,3,ECR ,Post doc,Professor,NA,Large,Public,Denmark,Europe,4.637,Proceedings of the Royal Society B,female,female,Non_ECR,Non_ECR
412,12,The evolutionary dynamics of the early Palaeozoic marine biodiversity accumulation,Björn Kröger,Christian M.Ø. Rasmussen,3,24,17,107,67,0,0,Curator of Paleontology,NA,Professor,NA,Large,Public,Finland,Europe,4.637,Proceedings of the Royal Society B,NA,male,Non_ECR,Non_ECR
413,13,Evolutionary dynamics of complex multiple games,Vandana R. Venkateswaran,Chaitanya S. Gokhale,2,1,17,6,40,2,22,ECR ,PhD,ECR,Research group leader,NA,NA,Germany,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,ECR
414,14,Conserving evolutionary history does not result in greater diversity over geological time scales,Juan L.Cantalapiedra,Arne Mooers,9,11,51,56,200,0,7,NA,NA,Professor,NA,Large,Public,Spain,Europe,4.637,Proceedings of the Royal Society B,male,male,ECR,Non_ECR
415,15,Ancient gene drives: an evolutionary paradox,Tom A. R. Price,Nina Wedell,2,18,57,66,179,3,2,Seniorer lecturer,NA,Associate dean of research,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,male,female,Non_ECR,Non_ECR
416,16,Drivers of geographical patterns of North American language diversity,Marco Túlio Pacheco Coelho,Michael C. Gavin,12,7,28,20,73,0,0,ECR ,PhD,PI,NA,Large,Public,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
417,17,Structurally assisted super black in colourful peacock spiders,Dakota McCoy,David Haig,7,6,61,15,248,1,2,ECR ,Grad student,Professor,NA,Large,Private,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
418,18,A rock-boring and rock-ingesting freshwater bivalve (shipworm) from the Philippines,Reuben Shipway,Daniel L. Distel,6,7,41,22,92,1,2,ECR ,Post doc,Executive director,NA,Large,Private,USA,North America,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
419,19,Imperfect camouflage: how to hide in a variable world?,Anna E. Hughes,Martin Stevens,3,6,46,16,147,2,2,ECR ,Lecturer,ECR,Professor,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,ECR
420,20,Controlling invasive rodents via synthetic gene drive and the role of polyandry,Andri Manser,Tom A. R. Price,7,5,18,12,66,1,3,ECR ,Research fellow,Seniorer lecturer,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,male,male,Non_ECR,Non_ECR
421,21,Unpacking mating success and testing Bateman’s principles in a human population,Monique Borgerhoff Mulder,Cody T. Ross,2,59,11,277,35,1,3,Professor,NA,ECR,PhD,Large,Public,USA,North America,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,ECR
422,22,Adaptation to life on land at high O2 via transition from ferredoxin-to NADH-dependent redox balance,Sven B. Gould,William F. Martin,7,32,92,94,391,6,11,NA,NA,Professor,NA,Large,Public,Germany,Europe,4.637,Proceedings of the Royal Society B,male,male,ECR,Non_ECR
423,23,Experimentally induced increases in fecundity lead to greater nestling care in blue tits,Aisha C. Brundl,Andrew F. Russell,7,3,47,7,112,0,0,ECR ,Post doc,Professor,NA,Large,Public,England/UK,Europe,4.637,Proceedings of the Royal Society B,female,male,Non_ECR,Non_ECR
